pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher.1,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2.4.1.1,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
FF,2022-05-12,97.9,-2.74,4.87,"Díaz, Edwin",514917,621242,,ball,,,,,11,Cesar Hernandez strikes out swinging.,R,L,R,WSH,NYM,B,,,0,0,2022,-1.21,1.15,-1.77,3.74,,,,1,9,Bot,,,,,621512,,,5.544867746648890,-142.52339678010000,-0.2102724794900400,-17.80822870628680,33.75014038066450,-16.708205975957900,3.32,1.54,,,,99.5,2342,7.2,662548,621242,621512,624413,643446,641645,596019,608671,607043,516782,53.27,,,,,,,,64,1,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,232,0,0.023,,
SL,2022-05-12,90,-2.52,5.15,"Díaz, Edwin",657041,621242,strikeout,swinging_strike,,,,,13,Lane Thomas strikes out swinging.,R,R,R,WSH,NYM,S,2,,3,2,2022,0.38,0.23,-0.06,1.34,,,,0,9,Bot,,,,,621512,,,5.37720706701969,-130.8205464993250,-3.9086202424114900,3.054064277923330,31.35949347101360,-28.864762351868500,3.14,1.53,,,,90.8,2316,7.2,662548,621242,621512,624413,643446,641645,596019,608671,607043,516782,53.35,,0,0,1,0,0,,63,6,Slider,0,4,0,4,4,0,0,4,Standard,Standard,153,-0.01,-0.299,,
FF,2022-05-12,97.2,-2.64,4.94,"Díaz, Edwin",657041,621242,,foul,,,,,4,Lane Thomas strikes out swinging.,R,R,R,WSH,NYM,S,,,3,1,2022,-0.95,1.45,-0.69,2.63,,,,0,9,Bot,,,,,621512,,,7.530562156772170,-141.09798094794300,-3.863417563112860,-14.592676460106000,42.29921695594710,-12.379391145558900,3.14,1.53,195,72.3,53,97.5,2288,7.3,662548,621242,621512,624413,643446,641645,596019,608671,607043,516782,53.17,,,,,,,,63,5,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,230,0,-0.076,,
SL,2022-05-12,87.5,-2.51,5.22,"Díaz, Edwin",657041,621242,,ball,,,,,13,Lane Thomas strikes out swinging.,R,R,R,WSH,NYM,B,,,2,1,2022,0.5,0.52,-1.01,2.31,,,,0,9,Bot,,,,,621512,,,2.633998750341700,-127.41420140243300,-1.9304388769607200,4.812262063117250,27.299488351124400,-26.379739649993800,3.15,1.53,,,,88.6,2239,7.1,662548,621242,621512,624413,643446,641645,596019,608671,607043,516782,53.45,,,,,,,,63,4,Slider,0,4,0,4,4,0,0,4,Standard,Standard,163,0,0.114,,
FF,2022-05-12,96.8,-2.79,4.89,"Díaz, Edwin",657041,621242,,called_strike,,,,,4,Lane Thomas strikes out swinging.,R,R,R,WSH,NYM,S,,,2,0,2022,-1.03,1.35,-0.71,2.31,,,,0,9,Bot,,,,,621512,,,8.063132535198860,-140.62106907702700,-4.369705304559180,-15.602158246124100,37.75955136687440,-13.613126208299100,3.18,1.53,,,,97.8,2329,7.4,662548,621242,621512,624413,643446,641645,596019,608671,607043,516782,53.15,,,,,,,,63,3,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,236,0,-0.056,,
FF,2022-05-12,96.2,-2.64,4.92,"Díaz, Edwin",657041,621242,,ball,,,,,12,Lane Thomas strikes out swinging.,R,R,R,WSH,NYM,B,,,1,0,2022,-0.96,1.03,0.07,3.72,,,,0,9,Bot,,,,,621512,,,9.532358694792750,-139.83572211285800,0.06738018672656180,-14.639431117355200,30.21256571950770,-18.8910990538376,3.18,1.6,,,,98,2309,7.3,662548,621242,621512,624413,643446,641645,596019,608671,607043,516782,53.24,,,,,,,,63,2,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,227,0,0.063,,
SL,2022-05-12,88.6,-2.43,5.24,"Díaz, Edwin",657041,621242,,ball,,,,,14,Lane Thomas strikes out swinging.,R,R,R,WSH,NYM,B,,,0,0,2022,0.21,0.3,1.73,0.99,,,,0,9,Bot,,,,,621512,,,9.865300557144120,-128.75413515269500,-5.097923224470010,0.5584881276350480,22.872059680288800,-28.004468785942400,3.12,1.5,,,,90.3,2327,7.1,662548,621242,621512,624413,643446,641645,596019,608671,607043,516782,53.42,,,,,,,,63,1,Slider,0,4,0,4,4,0,0,4,Standard,Standard,97,0,0.033,,
SL,2022-05-10,92.2,-2.2,5.04,"Díaz, Edwin",628450,621242,grounded_into_double_play,hit_into_play,,,,,13,"Yadiel Hernandez grounds into a double play, second baseman Jeff McNeil to shortstop Francisco Lindor to first baseman Dominic Smith.   Nelson Cruz out at 2nd.    Yadiel Hernandez out at 1st.",R,L,R,WSH,NYM,X,4,ground_ball,2,2,2022,0.21,0.17,-0.09,1.08,,,443558,1,9,Bot,145.62,154.7,,,543510,,,5.02323605395051,-134.2953140430130,-4.7409598766499400,1.5073500063767400,26.733013054822000,-29.32202752681880,3.08,1.43,67,101.3,3,94.2,2315,7.2,662537,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.27,0.54,0.524,0,1,0,0,4,76,9,Slider,2,4,2,4,4,2,2,4,Standard,Standard,184,-0.103,-0.342,,
FF,2022-05-10,99.2,-2.34,4.85,"Díaz, Edwin",628450,621242,,foul,,,,,11,"Yadiel Hernandez grounds into a double play, second baseman Jeff McNeil to shortstop Francisco Lindor to first baseman Dominic Smith.   Nelson Cruz out at 2nd.    Yadiel Hernandez out at 1st.",R,L,R,WSH,NYM,S,,,2,2,2022,-1.25,1.17,-0.98,2.82,,,443558,1,9,Bot,,,,,543510,,,6.783140321319500,-144.31284887246200,-2.8901598505549600,-19.08655696548300,36.06570116556090,-15.355315566636900,3.08,1.43,284,85.6,36,100.9,2258,7.4,662537,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.12,,,,,,,,76,8,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,234,0,0,,
FF,2022-05-10,99.4,-2.26,4.87,"Díaz, Edwin",628450,621242,,ball,,,,,11,"Yadiel Hernandez grounds into a double play, second baseman Jeff McNeil to shortstop Francisco Lindor to first baseman Dominic Smith.   Nelson Cruz out at 2nd.    Yadiel Hernandez out at 1st.",R,L,R,WSH,NYM,B,,,1,2,2022,-1.21,1.08,-1.35,3.47,,,443558,1,9,Bot,,,,,543510,,,5.427053706192380,-144.65124106769400,-0.922028721949673,-18.18669263480290,36.79361368865100,-17.14924310330910,3.09,1.42,,,,101,2289,7.4,662537,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.14,,,,,,,,76,7,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,235,0,0.057,,
FF,2022-05-10,100.5,-2.21,4.89,"Díaz, Edwin",628450,621242,,ball,,,,,11,"Yadiel Hernandez grounds into a double play, second baseman Jeff McNeil to shortstop Francisco Lindor to first baseman Dominic Smith.   Nelson Cruz out at 2nd.    Yadiel Hernandez out at 1st.",R,L,R,WSH,NYM,B,,,0,2,2022,-1.37,1.14,-0.45,4.3,,,443558,1,9,Bot,,,,,543510,,,8.260493203564410,-146.090080644715,1.097383558078720,-21.595210196365400,36.4494424570922,-16.440309846565900,2.94,1.32,,,,101.8,2388,7.2,662537,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.3,,,,,,,,76,6,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,229,0,0.03,,
SL,2022-05-10,89.4,-2.36,5.04,"Díaz, Edwin",628450,621242,,foul,,,,,7,"Yadiel Hernandez grounds into a double play, second baseman Jeff McNeil to shortstop Francisco Lindor to first baseman Dominic Smith.   Nelson Cruz out at 2nd.    Yadiel Hernandez out at 1st.",R,L,R,WSH,NYM,S,,,0,2,2022,0.28,-0.01,-0.62,1.69,,,443558,1,9,Bot,,,,,543510,,,3.7511226782614600,-130.2890130488900,-2.2607062208118000,2.4561480568559300,26.58522418999010,-32.01971474643240,3.08,1.43,262,86.1,46,90.7,2325,7,662537,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.54,,,,,,,,76,5,Slider,2,4,2,4,4,2,2,4,Standard,Standard,91,0,0,,
SL,2022-05-10,91.9,-2.23,5.09,"Díaz, Edwin",628450,621242,,foul,,,,,14,"Yadiel Hernandez grounds into a double play, second baseman Jeff McNeil to shortstop Francisco Lindor to first baseman Dominic Smith.   Nelson Cruz out at 2nd.    Yadiel Hernandez out at 1st.",R,L,R,WSH,NYM,S,,,0,2,2022,-0.16,0.24,0.27,0.96,,,443558,1,9,Bot,,,,,543510,,,6.816175117620620,-133.76043058596000,-5.253180952228940,-3.327678513189990,26.515606127980000,-28.424404145845100,3.08,1.43,2,95.5,-31,93.8,2303,7.2,662537,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.31,,,,,,,,76,4,Slider,2,4,2,4,4,2,2,4,Standard,Standard,219,0,0,,
SL,2022-05-10,91.3,-2.32,5.07,"Díaz, Edwin",628450,621242,,foul,,,,,5,"Yadiel Hernandez grounds into a double play, second baseman Jeff McNeil to shortstop Francisco Lindor to first baseman Dominic Smith.   Nelson Cruz out at 2nd.    Yadiel Hernandez out at 1st.",R,L,R,WSH,NYM,S,,,0,2,2022,-0.01,0.28,-0.19,2.19,,,443558,1,9,Bot,,,,,543510,,,5.453637346817980,-133.09582321219300,-2.0775881493945800,-1.15274334772545,24.703090468397700,-28.65469932358600,3.08,1.43,226,82.3,56,93.1,2261,6.9,662537,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.56,,,,,,,,76,3,Slider,2,4,2,4,4,2,2,4,Standard,Standard,224,0,0,,
FF,2022-05-10,99.1,-2.42,4.85,"Díaz, Edwin",628450,621242,,foul,,,,,5,"Yadiel Hernandez grounds into a double play, second baseman Jeff McNeil to shortstop Francisco Lindor to first baseman Dominic Smith.   Nelson Cruz out at 2nd.    Yadiel Hernandez out at 1st.",R,L,R,WSH,NYM,S,,,0,1,2022,-1.27,1.08,-0.1,2.29,,,443558,1,9,Bot,,,,,543510,,,9.547223055757430,-143.9502492646990,-4.1673095603109700,-19.92977022780280,34.814541336069800,-16.329699377431800,3.08,1.43,246,83.7,42,101.2,2396,7.6,662537,621242,543510,642086,643446,500871,596019,608671,607043,516782,52.87,,,,,,,,76,2,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,235,0,-0.068,,
FF,2022-05-10,99.2,-2.35,4.84,"Díaz, Edwin",628450,621242,,swinging_strike,,,,,1,"Yadiel Hernandez grounds into a double play, second baseman Jeff McNeil to shortstop Francisco Lindor to first baseman Dominic Smith.   Nelson Cruz out at 2nd.    Yadiel Hernandez out at 1st.",R,L,R,WSH,NYM,S,,,0,0,2022,-1.41,1.03,-0.4,3.01,,,443558,1,9,Bot,,,,,543510,,,8.795165387697670,-144.14199409699800,-1.9825437501685800,-21.673793500419500,35.64297925525590,-17.621872860461200,3.08,1.43,,,,100.6,2414,7.3,662537,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.22,,,,,,,,76,1,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Strategic,232,0,-0.048,,
FF,2022-05-10,99.5,-2.38,4.88,"Díaz, Edwin",443558,621242,single,hit_into_play,,,,,6,Nelson Cruz singles on a sharp ground ball to center fielder Brandon Nimmo.,R,R,R,WSH,NYM,X,8,ground_ball,0,0,2022,-1.36,1.18,0.62,2.39,,,,1,9,Bot,119.33,128.22,,,543510,,,11.702120063127100,-144.4102969998480,-4.281228844291190,-21.82158878671600,34.188743056354600,-14.815445917579100,3.62,1.68,9,103,-14,101.7,2465,7.7,662537,621242,543510,642086,643446,500871,596019,608671,607043,516782,52.82,0.246,0.203,0.9,1,1,0,2,75,1,4-Seam Fastball,2,4,2,4,4,2,2,4,Strategic,Standard,236,0.06,0.262,,
SL,2022-05-10,89.6,-2.4,5.13,"Díaz, Edwin",605137,621242,strikeout,swinging_strike,,,,,5,Josh Bell strikes out swinging.,R,L,R,WSH,NYM,S,2,,2,2,2022,0.1,0.19,-0.02,2.62,,,,0,9,Bot,,,,,543510,,,5.725307052139610,-130.50057732573200,-0.6581988085224540,0.04868044084158330,25.47797371442320,-30.005972901961700,3.74,1.8,,,,90.9,2240,6.8,662537,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.66,,0,0,1,0,0,,74,5,Slider,2,4,2,4,4,2,2,4,Strategic,Standard,197,-0.044,-0.195,,
FF,2022-05-10,97.7,-2.44,4.95,"Díaz, Edwin",605137,621242,,foul,,,,,2,Josh Bell strikes out swinging.,R,L,R,WSH,NYM,S,,,2,1,2022,-1.09,1.28,-0.23,3.31,,,,0,9,Bot,,,,,543510,,,8.635257144558390,-141.9905576475200,-1.8555028579289600,-16.83113708537150,35.38173937042230,-14.666737953324900,3.74,1.8,145,73,69,99.1,2371,7.3,662537,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.19,,,,,,,,74,4,4-Seam Fastball,2,4,2,4,4,2,2,4,Strategic,Standard,227,0,-0.066,,
FF,2022-05-10,98,-2.32,4.93,"Díaz, Edwin",605137,621242,,called_strike,,,,,5,Josh Bell strikes out swinging.,R,L,R,WSH,NYM,S,,,2,0,2022,-1.38,1.24,0.23,3.09,,,,0,9,Bot,,,,,543510,,,10.242868299919400,-142.29084629825000,-2.351155058075360,-21.07927346475190,34.15902535697190,-15.016341788193700,3.74,1.79,,,,99.4,2390,7.3,662537,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.23,,,,,,,,74,3,4-Seam Fastball,2,4,2,4,4,2,2,4,Strategic,Standard,237,0,-0.056,,
FF,2022-05-10,98.4,-2.41,4.9,"Díaz, Edwin",605137,621242,,ball,,,,,14,Josh Bell strikes out swinging.,R,L,R,WSH,NYM,B,,,1,0,2022,-1.21,1.2,1.3,2.42,,,,0,9,Bot,,,,,543510,,,13.09249014487920,-142.61016249838700,-4.053045358469600,-19.683286977920400,35.43045098236500,-15.077193843580900,3.58,1.72,,,,99.6,2413,7.4,662537,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.12,,,,,,,,74,2,4-Seam Fastball,2,4,2,4,4,2,2,4,Strategic,Standard,235,0,0.063,,
FF,2022-05-10,97.9,-2.35,4.88,"Díaz, Edwin",605137,621242,,ball,,,,,14,Josh Bell strikes out swinging.,R,L,R,WSH,NYM,B,,,0,0,2022,-1.35,1.06,1.12,1.22,,,,0,9,Bot,,,,,543510,,,12.753544343187100,-141.89026824699900,-6.936881415231020,-21.086779265356900,32.372769817746400,-16.361905808182500,3.38,1.52,,,,99.8,2386,7.5,662537,621242,543510,642086,643446,500871,596019,608671,607043,516782,52.96,,,,,,,,74,1,4-Seam Fastball,2,4,2,4,4,2,2,4,Strategic,Standard,234,0,0.033,,
SL,2022-05-05,89.9,-2.22,5.13,"Díaz, Edwin",656555,621242,strikeout,swinging_strike,,,,,8,Rhys Hoskins strikes out swinging.,R,R,R,PHI,NYM,S,2,,0,2,2022,0.3,0.36,-0.25,1.98,,,,2,9,Bot,,,,,543510,,,4.310998499603830,-130.96252303242000,-2.652956571385910,2.5823634201083300,27.014132096358000,-27.66831234356460,3.6,1.71,,,,91.5,2303,7.1,661619,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.35,,0,0,1,0,0,,81,3,Slider,7,8,7,8,8,7,7,8,Infield shift,Standard,148,-0.044,-0.059,,
FF,2022-05-05,97.5,-2.29,5.03,"Díaz, Edwin",656555,621242,,foul,,,,,2,Rhys Hoskins strikes out swinging.,R,R,R,PHI,NYM,S,,,0,1,2022,-1.35,1.08,0.12,3.26,,,,2,9,Bot,,,,,543510,,,9.792593908026320,-141.53902995518200,-1.6879071549456100,-20.51842669716960,36.4508675065577,-17.52900347324780,3.6,1.71,183,92.6,63,98.7,2255,7.4,661619,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.12,,,,,,,,81,2,4-Seam Fastball,7,8,7,8,8,7,7,8,Infield shift,Standard,235,0,-0.023,,
FF,2022-05-05,99.1,-2.36,4.91,"Díaz, Edwin",656555,621242,,called_strike,,,,,6,Rhys Hoskins strikes out swinging.,R,R,R,PHI,NYM,S,,,0,0,2022,-1.11,1.09,0.69,2.75,,,,2,9,Bot,,,,,543510,,,11.105363600763500,-143.7148103983550,-2.9668693696774500,-18.214673362427000,38.51249042557320,-16.589651031657700,3.61,1.71,,,,99.9,2309,7.3,661619,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.2,,,,,,,,81,1,4-Seam Fastball,7,8,7,8,8,7,7,8,Infield shift,Standard,231,0,-0.017,,
FF,2022-05-05,99,-2.43,4.97,"Díaz, Edwin",592663,621242,field_out,hit_into_play,,,,,1,"J.T. Realmuto grounds out, second baseman Jeff McNeil to first baseman Dominic Smith.",R,R,R,PHI,NYM,X,4,ground_ball,3,2,2022,-1.25,1.18,-0.77,3.22,,,,1,9,Bot,127.81,139.83,,,543510,,,7.558752388963620,-143.8495171560410,-2.0582442961030400,-19.15112274320790,37.585362638942200,-15.594861557487700,3.46,1.62,73,72.8,5,99.9,2365,7.1,661619,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.36,0.183,0.196,0,1,0,0,2,80,6,4-Seam Fastball,7,8,7,8,8,7,7,8,Standard,Standard,230,-0.064,-0.207,,
FF,2022-05-05,98.4,-2.44,5,"Díaz, Edwin",592663,621242,,swinging_strike,,,,,3,"J.T. Realmuto grounds out, second baseman Jeff McNeil to first baseman Dominic Smith.",R,R,R,PHI,NYM,S,,,3,1,2022,-1.2,1.33,0.41,2.94,,,,1,9,Bot,,,,,543510,,,10.701999921531200,-142.75680538814800,-3.2130275020313100,-19.024839235478800,36.54238235051020,-13.456677734596400,3.46,1.62,,,,99.6,2389,7.4,661619,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.11,,,,,,,,80,5,4-Seam Fastball,7,8,7,8,8,7,7,8,Standard,Standard,227,0,-0.049,,
SL,2022-05-05,88.6,-2.29,5.2,"Díaz, Edwin",592663,621242,,ball,,,,,14,"J.T. Realmuto grounds out, second baseman Jeff McNeil to first baseman Dominic Smith.",R,R,R,PHI,NYM,B,,,2,1,2022,0.23,0.01,1.38,1.29,,,,1,9,Bot,,,,,543510,,,8.648112066863240,-128.8133980460140,-3.532465103976880,0.6812161056669560,27.40541534102580,-31.460903683930800,3.55,1.62,,,,90.1,2236,7.3,661619,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.2,,,,,,,,80,4,Slider,7,8,7,8,8,7,7,8,Standard,Standard,357,0,0.075,,
FF,2022-05-05,98.8,-2.36,5.04,"Díaz, Edwin",592663,621242,,ball,,,,,1,"J.T. Realmuto grounds out, second baseman Jeff McNeil to first baseman Dominic Smith.",R,R,R,PHI,NYM,B,,,1,1,2022,-1.37,1.29,-0.73,3.05,,,,1,9,Bot,,,,,543510,,,7.784058126805750,-143.4639964495870,-2.932705780227280,-20.795491902379400,38.853805171229800,-14.052049118982700,3.48,1.61,,,,99.8,2365,7.4,661619,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.14,,,,,,,,80,3,4-Seam Fastball,7,8,7,8,8,7,7,8,Standard,Standard,233,0,0.033,,
SL,2022-05-05,89.8,-2.43,5.15,"Díaz, Edwin",592663,621242,,ball,,,,,14,"J.T. Realmuto grounds out, second baseman Jeff McNeil to first baseman Dominic Smith.",R,R,R,PHI,NYM,B,,,0,1,2022,0.1,0.17,1.51,-0.04,,,,1,9,Bot,,,,,543510,,,9.705419918697510,-130.27723561223800,-7.267294855268010,-1.048229007162890,28.61369499895430,-28.826807703478000,3.55,1.62,,,,90.9,2430,7.2,661619,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.26,,,,,,,,80,2,Slider,7,8,7,8,8,7,7,8,Standard,Standard,199,0,0.016,,
FF,2022-05-05,97.5,-2.44,5.12,"Díaz, Edwin",592663,621242,,swinging_strike,,,,,3,"J.T. Realmuto grounds out, second baseman Jeff McNeil to first baseman Dominic Smith.",R,R,R,PHI,NYM,S,,,0,0,2022,-0.99,1.42,0.56,3.17,,,,1,9,Bot,,,,,543510,,,10.503866945349400,-141.43776212636600,-2.9245994525015100,-15.972719952670100,37.48245370985060,-12.738983667945400,3.46,1.62,,,,98.1,2368,7.2,661619,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.33,,,,,,,,80,1,4-Seam Fastball,7,8,7,8,8,7,7,8,Standard,Standard,233,0,-0.024,,
SL,2022-05-05,88.6,-2.34,5.32,"Díaz, Edwin",596451,621242,strikeout,swinging_strike,,,,,13,Roman Quinn strikes out swinging.,R,L,R,PHI,NYM,S,2,,2,2,2022,0.21,0.2,-0.03,1.18,,,,0,9,Bot,,,,,543510,,,5.305327577685300,-128.83458180879900,-4.43969273932224,1.0985523543857400,29.147817669827500,-29.212584732495700,3.21,1.5,,,,89.6,2332,7.2,661619,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.33,,0,0,1,0,0,,79,5,Slider,7,8,7,8,8,7,7,8,Standard,Standard,109,-0.086,-0.195,,
SL,2022-05-05,88,-2.45,5.22,"Díaz, Edwin",596451,621242,,ball,,,,,13,Roman Quinn strikes out swinging.,R,L,R,PHI,NYM,B,,,1,2,2022,0.05,0.12,-1.35,1.31,,,,0,9,Bot,,,,,543510,,,2.6041795091649500,-128.1701675555460,-3.6637927181468600,0.0026574847601541600,27.753778447260200,-30.26366144368590,3.28,1.5,,,,89.1,2325,7,661619,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.47,,,,,,,,79,4,Slider,7,8,7,8,8,7,7,8,Standard,Standard,106,0,0.037,,
SL,2022-05-05,89.2,-2.39,5.3,"Díaz, Edwin",596451,621242,,swinging_strike,,,,,14,Roman Quinn strikes out swinging.,R,L,R,PHI,NYM,S,,,1,1,2022,0.13,0.27,1.14,0.63,,,,0,9,Bot,,,,,543510,,,8.528436151145280,-129.52095665090500,-6.019866031429480,-0.4577012567237090,29.40722038372140,-27.966821214565000,3.21,1.5,,,,90,2267,7.1,661619,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.39,,,,,,,,79,3,Slider,7,8,7,8,8,7,7,8,Strategic,Standard,214,0,-0.054,,
FF,2022-05-05,97.2,-2.51,5.01,"Díaz, Edwin",596451,621242,,ball,,,,,12,Roman Quinn strikes out swinging.,R,L,R,PHI,NYM,B,,,0,1,2022,-1.12,1.16,1.17,2.86,,,,0,9,Bot,,,,,543510,,,12.641489448010500,-140.8746274446000,-2.824648093079480,-18.045594147094700,35.89398107351110,-16.360336440034800,3.28,1.5,,,,98.1,2317,7.3,661619,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.19,,,,,,,,79,2,4-Seam Fastball,7,8,7,8,8,7,7,8,Strategic,Standard,235,0,0.025,,
FF,2022-05-05,97.8,-2.55,5.08,"Díaz, Edwin",596451,621242,,called_strike,,,,,9,Roman Quinn strikes out swinging.,R,L,R,PHI,NYM,S,,,0,0,2022,-1.03,1.22,0.65,1.8,,,,0,9,Bot,,,,,543510,,,11.160607608207400,-141.72588922346400,-6.123521814764380,-16.68044142703290,37.97250477914310,-14.41790233579660,3.3,1.5,,,,98.4,2321,7.2,661619,621242,543510,642086,643446,500871,596019,608671,607043,516782,53.26,,,,,,,,79,1,4-Seam Fastball,7,8,7,8,8,7,7,8,Strategic,Standard,236,0,-0.034,,
FF,2022-05-03,99.7,-2.39,4.78,"Díaz, Edwin",645277,621242,field_out,hit_into_play,,,,,7,"Ozzie Albies grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.",R,L,R,NYM,ATL,X,4,ground_ball,0,0,2022,-1.29,1.04,-0.62,2.04,,,606115,2,9,Top,152.18,146.37,,,621512,,,8.05105200706274,-144.96957906773400,-4.667610276151990,-20.02093280543880,34.80774035057580,-16.532421490964400,3.32,1.63,9,76.5,-11,101.5,2442,7.4,662569,621242,621512,624413,643446,500871,641645,592192,608671,516782,53.12,0.089,0.084,0,1,0,0,2,72,1,4-Seam Fastball,5,4,4,5,4,5,4,5,Standard,Strategic,231,0.078,-0.218,,
SL,2022-05-03,88,-2.31,5.08,"Díaz, Edwin",606115,621242,single,hit_into_play,,,,,8,Orlando Arcia singles on a line drive to left fielder Mark Canha.,R,R,R,NYM,ATL,X,7,line_drive,2,0,2022,0.04,0.45,0.15,1.76,,,,2,9,Top,68.46,124.78,,,621512,,,5.9668242234044600,-128.00474576844500,-2.8344324548311200,-0.9360106901891700,30.22675196369970,-26.895954188369200,3.45,1.63,234,83.3,19,88.9,2226,7.2,662569,621242,621512,624413,643446,500871,641645,592192,608671,516782,53.29,0.823,0.788,0.9,1,1,0,4,71,3,Slider,5,4,4,5,4,5,4,5,Strategic,Standard,183,-0.043,0.08,,
FF,2022-05-03,99.2,-2.19,4.79,"Díaz, Edwin",606115,621242,,ball,,,,,14,Orlando Arcia singles on a line drive to left fielder Mark Canha.,R,R,R,NYM,ATL,B,,,1,0,2022,-1.15,1.19,1.24,2.09,,,,2,9,Top,,,,,621512,,,12.35648611041340,-143.8439657960020,-4.793419691135000,-18.98470344504710,35.26293262157380,-14.703737875142200,3.5,1.68,,,,101,2484,7.6,662569,621242,621512,624413,643446,500871,641645,592192,608671,516782,52.92,,,,,,,,71,2,4-Seam Fastball,5,4,4,5,4,5,4,5,Strategic,Standard,224,0,0.023,,
FF,2022-05-03,99.8,-2.14,4.78,"Díaz, Edwin",606115,621242,,ball,,,,,14,Orlando Arcia singles on a line drive to left fielder Mark Canha.,R,R,R,NYM,ATL,B,,,0,0,2022,-0.91,1.42,1.94,2.02,,,,2,9,Top,,,,,621512,,,13.64886694779170,-144.50568454292800,-5.57532501399613,-16.09758716060970,36.784008040568900,-11.118569021165200,3.55,1.63,,,,101.3,2414,7.6,662569,621242,621512,624413,643446,500871,641645,592192,608671,516782,52.89,,,,,,,,71,1,4-Seam Fastball,5,4,4,5,4,5,4,5,Standard,Standard,224,0,0.015,,
FF,2022-05-03,98.6,-2.19,4.89,"Díaz, Edwin",641513,621242,strikeout,swinging_strike,,,,,12,Travis Demeritte strikes out swinging.,R,R,R,NYM,ATL,S,2,,1,2,2022,-1.05,1.42,0.87,2.95,,,,1,9,Top,,,,,621512,,,10.975494512447100,-143.1149307246900,-3.1082228023280400,-17.08928691932090,36.45257518039840,-12.156162631067500,3.54,1.7,,,,100.1,2327,7.5,662569,621242,621512,624413,643446,500871,641645,592192,608671,516782,53.02,,0,0,1,0,0,,70,5,4-Seam Fastball,5,4,4,5,4,5,4,5,Standard,Standard,226,0.052,-0.112,,
SL,2022-05-03,89.4,-2.11,5.08,"Díaz, Edwin",641513,621242,,foul,,,,,11,Travis Demeritte strikes out swinging.,R,R,R,NYM,ATL,S,,,1,2,2022,0.24,0.13,-1.14,2.62,,,,1,9,Top,,,,,621512,,,1.902975940190060,-130.27798758228200,-0.3505062085015370,2.409624477054550,25.702145421338600,-30.838200562306900,3.54,1.7,1,47.8,-60,91.1,2274,7.1,662569,621242,621512,624413,643446,500871,641645,592192,608671,516782,53.42,,,,,,,,70,4,Slider,5,4,4,5,4,5,4,5,Standard,Standard,126,0,0,,
